DistrictNumber,DistrictType,SchoolNumber,MNSchoolID,SchoolName,Address,City,State,Zipcode,County,Grades,NCESID,StateOrganizationId,ACTID
279,1,770,0279-01-770,TS Basswood Elementary,15425 Bass Lake Rd,Maple Grove,MN,55311-3260,"Hennepin County, MN", KG-5,272520000000,10279770000,
279,1,771,0279-01-771,TS Birch Grove,4690 Brookdale Dr N,Brooklyn Park,MN,55443-2699,"Hennepin County, MN", KG-5,272520000000,10279771000,
279,1,772,0279-01-772,TS Crest View Elementary,8200 Zane Ave N,Brooklyn Park,MN,55443-2199,"Hennepin County, MN", KG-5,272520000000,10279772000,
279,1,773,0279-01-773,TS Weaver Lake,15900 Weaver Lake Rd,Maple Grove,MN,55311-1431,"Hennepin County, MN", KG-5,272520000000,10279773000,
279,1,774,0279-01-774,TS Fair Oaks Elementary,5600 65th Ave N,Brooklyn Park,MN,55429-2096,"Hennepin County, MN", KG-5,272520000000,10279774000,
279,1,775,0279-01-775,TS Garden City Elementary,3501 65th Ave N,Brooklyn Park,MN,55429-2299,"Hennepin County, MN", KG-5,272520000000,10279775000,
279,1,778,0279-01-778,TS Palmer Lake Elementary,7300 W Palmer Lake Dr,Brooklyn Park,MN,55429-3599,"Hennepin County, MN", KG-5,272520000000,10279778000,
279,1,779,0279-01-779,TS Park Brook Elementary,7400 Hampshire Ave N,Brooklyn Park,MN,55428-1499,"Hennepin County, MN", KG-5,272520000000,10279779000,
279,1,781,0279-01-781,TS Zanewood Community School,7000 Zane Ave N,Brooklyn Park,MN,55429-1099,"Hennepin County, MN", KG-5,272520000000,10279781000,
279,1,782,0279-01-782,TS Cedar Island Elementary,6777 Hemlock Ln,Maple Grove,MN,55369-5599,"Hennepin County, MN", KG-5,272520000000,10279782000,
279,1,784,0279-01-784,TS Elm Creek Elementary,9830 Revere Ln N,Maple Grove,MN,55369-3499,"Hennepin County, MN", KG-5,272520000000,10279784000,
279,1,785,0279-01-785,TS Rice Lake Elementary,13755 89th Ave N,Maple Grove,MN,55369-9573,"Hennepin County, MN", KG-5,272520000000,10279785000,
279,1,786,0279-01-786,TS North View Middle IB World School,5869 69th Ave N,Brooklyn Park,MN,55429-1598,"Hennepin County, MN", 6-8,272520000000,10279786000,
279,1,789,0279-01-789,TS Fernbrook Elementary,9661 Fernbrook Ln,Maple Grove,MN,55369-9745,"Hennepin County, MN", KG-5,272520000000,10279789000,
279,1,794,0279-01-794,TS Maple Grove Middle School,7000 Hemlock Ln,Maple Grove,MN,55369-7659,"Hennepin County, MN", 6-8,272520000000,10279794000,
279,1,796,0279-01-796,TS Oak View Elementary,6710 E Fish Lake Rd,Maple Grove,MN,55369-5452,"Hennepin County, MN", KG-5,272520000000,10279796000,
279,1,801,0279-01-801,Distance Learning Academy K-5,7300 Boone Ave N,Brooklyn Park,MN,55428-1001,"Hennepin County, MN", KG-5,272520000000,10279801000,
279,1,802,0279-01-802,Distance Learning Academy 6-8,7300 Boone Ave N,Brooklyn Park,MN,55428-1001,"Hennepin County, MN", 6-8,272520000000,10279802000,
279,1,803,0279-01-803,Distance Learning Academy 9-12,7300 Boone Ave N,Brooklyn Park,MN,55428-1001,"Hennepin County, MN", 9-12,272520000000,10279803000,
280,1,0,0280-01,Richfield Public School District,7001 Harriet Ave S,Richfield,MN,55423-3000,"Hennepin County, MN",,2731750,10280000000,247300
280,1,0,0280-01,Richfield Public School District,7001 Harriet Ave S,Richfield,MN,55423-3000,"Hennepin County, MN",,2731750,10280000000,247300
280,1,10,0280-01-010,Central Education Center,7145 Harriet Ave S,Richfield,MN,55423,"Hennepin County, MN", PK,273175000000,10280010000,
280,1,35,0280-01-035,Richfield Senior High,7001 Harriet Ave S,Richfield,MN,55423-3000,"Hennepin County, MN", 9-12,273175000000,10280035000,241650
280,1,35,0280-01-035,Richfield Senior High,7001 Harriet Ave S,Richfield,MN,55423-3000,"Hennepin County, MN", 9-12,273175000000,10280035000,241650
280,1,35,0280-01-035,Richfield Senior High,7001 Harriet Ave S,Richfield,MN,55423-3000,"Hennepin County, MN", 9-12,273175000000,10280035000,241650
280,1,36,0280-01-036,Richfield STEM School,7020 12th Ave S,Richfield,MN,55423-3300,"Hennepin County, MN", EC-5,273175000000,10280036000,
280,1,37,0280-01-037,Richfield Middle,7461 Oliver Ave S,Richfield,MN,55423-3699,"Hennepin County, MN", 6-8,273175000000,10280037000,
280,1,37,0280-01-037,Richfield Middle,7461 Oliver Ave S,Richfield,MN,55423-3699,"Hennepin County, MN", 6-8,273175000000,10280037000,
280,1,37,0280-01-037,Richfield Middle,7461 Oliver Ave S,Richfield,MN,55423-3699,"Hennepin County, MN", 6-8,273175000000,10280037000,
280,1,695,0280-01-695,Centennial Elementary,7315 Bloomington Ave S,Richfield,MN,55423-3496,"Hennepin County, MN", EC-5,273175000000,10280695000,
280,1,697,0280-01-697,Richfield Extended School Year,7001 Harriet Ave S,Richfield,MN,55423-3000,"Hennepin County, MN", KG-12,2731750,10280697000,
280,1,698,0280-01-698,Central Education Center,7145 Harriet Ave S,Richfield,MN,55423-3354,"Hennepin County, MN", EC,273175000000,10280698000,
280,1,699,0280-01-699,Secondary Special Education,7450 Penn Ave S,Richfield,MN,55423-3300,"Hennepin County, MN",12,273175000000,10280699000,
280,1,701,0280-01-701,Sheridan Hills Elementary,6400 Sheridan Ave S,Richfield,MN,55423-1098,"Hennepin County, MN", EC-5,273175000000,10280701000,
280,1,705,0280-01-705,Richfield Dual Language School,7001 Elliot Ave S,Richfield,MN,55423-3354,"Hennepin County, MN", EC-5,273175000000,10280705000,
280,1,820,0280-01-820,Richfield College Experience Program,7201 4th Ave S,Richfield,MN,55423,"Hennepin County, MN", 9-12,273175000000,10280820000,973217
281,1,0,0281-01,Robbinsdale Public School District,4148 Winnetka Ave N,New Hope,MN,55427-1288,"Hennepin County, MN",,2731780,10281000000,247302
281,1,4,0281-01-004,Forest Elementary,6800 47th Avenue North,Crystal,MN,55427,"Hennepin County, MN", EC-5,273178000000,10281004000,
281,1,6,0281-01-006,Lakeview Elementary,4110 Lake Dr N,Robbinsdale,MN,55422,"Hennepin County, MN", EC-5,273178000000,10281006000,
281,1,8,0281-01-008,School of Engineering-Arts at Olson,1751 Kelly Dr,Golden Valley,MN,55427-4117,"Hennepin County, MN", KG-5,273178000000,10281008000,
281,1,10,0281-01-010,Meadow Lake Elementary,8525 62nd Ave N,New Hope,MN,55428,"Hennepin County, MN", EC-5,273178000000,10281010000,
281,1,11,0281-01-011,Neill Elementary,6600 Medicine Lake Rd,Crystal,MN,55427-3042,"Hennepin County, MN", EC-5,273178000000,10281011000,
281,1,12,0281-01-012,Robbinsdale Spanish Immersion El.,8808 Medicine Lake Rd,New Hope,MN,55427,"Hennepin County, MN", KG-5,273178000000,10281012000,
281,1,12,0281-01-012,Robbinsdale Spanish Immersion El.,8808 Medicine Lake Rd,New Hope,MN,55427,"Hennepin County, MN", KG-5,273178000000,10281012000,
281,1,17,0281-01-017,Noble Elementary,2601 Noble Ave N,Golden Valley,MN,55422,"Hennepin County, MN", EC-5,273178000000,10281017000,
281,1,19,0281-01-019,Northport Elementary,5421 Brooklyn Blvd,Brooklyn Center,MN,55429,"Hennepin County, MN", EC-5,273178000000,10281019000,
281,1,20,0281-01-020,FAIR School Pilgrim Lane,3725 Pilgrim Lane N,Plymouth,MN,55441,"Hennepin County, MN", KG-4,273178000000,10281020000,
281,1,22,0281-01-022,Sonnesyn Elementary,3421 Boone Ave N,New Hope,MN,55427,"Hennepin County, MN", EC-5,273178000000,10281022000,
281,1,30,0281-01-030,Zachary Lane Elementary,4350 Zachary Ln,Plymouth,MN,55442,"Hennepin County, MN", KG-5,273178000000,10281030000,
281,1,40,0281-01-040,Plymouth Middle,10011 36th Ave N,Plymouth,MN,55441-2441,"Hennepin County, MN", 6-8,273178000000,10281040000,
281,1,43,0281-01-043,Robbinsdale Middle,3730 Toledo Ave N,Robbinsdale,MN,55422,"Hennepin County, MN", 6-8,273178000000,10281043000,
281,1,45,0281-01-045,Sandburg Middle School,2400 Sandburg Ln,Golden Valley,MN,55427,"Hennepin County, MN", 6-8,273178000000,10281045000,
281,1,50,0281-01-050,Robbinsdale Cooper Senior High,8230 47th Ave N,New Hope,MN,55428,"Hennepin County, MN", 9-12,273178000000,10281050000,241597
281,1,53,0281-01-053,Robbinsdale Armstrong Senior High,10635 36th Ave N,Plymouth,MN,55441,"Hennepin County, MN", 9-12,273178000000,10281053000,241627
281,1,101,0281-01-101,Robbinsdale Shared Time Program,4148 Winnetka Ave N,New Hope,MN,55427-1288,"Hennepin County, MN", KG-12,273178000000,10281101000,
281,1,103,0281-01-103,Early Childhood Special Education,8301 47th Avenue N,New Hope,MN,55428-4512,"Hennepin County, MN", EC+KG,273178000000,10281103000,
281,1,110,0281-01-110,Robbinsdale ESY Program,4148 Winnetka Ave South,New Hope,MN,55427,"Hennepin County, MN", 1-12,2731780,10281110000,
281,1,169,0281-01-169,Phoenix School,11505 36th Ave,Plymouth,MN,55441,"Hennepin County, MN", 7-12,273178000000,10281169000,
281,1,180,0281-01-180,Robbinsdale Transition Center,305 Willow Bend,Crystal,MN,55428,"Hennepin County, MN",12,273178000000,10281180000,
281,1,200,0281-01-200,Highview ALC,2400 Sandburg Ln,Golden Valley,MN,55427-3616,"Hennepin County, MN", 9-12,273178000000,10281200000,241814
281,1,289,0281-01-289,Robbinsdale Virtual Academy,2400 Sandburg LN,Golden Valley,MN,55422,"Hennepin County, MN", 7-12,273178000000,10281289000,
281,1,401,0281-01-401,The FAIR School - Crystal,3915 Adair Avenue North ,Crystal,MN,55422,"Hennepin County, MN", 5-8,273178000000,10281401000,
281,1,624,0281-01-624,Forest TS,6800 47th Ave N,Crystal,MN,55428-4625,"Hennepin County, MN", KG-6,273178000000,10281624000,
281,1,631,0281-01-631,Meadow Lake TS,8525 62nd Ave N,New Hope,MN,55428-2724,"Hennepin County, MN", KG-6,273178000000,10281631000,
281,1,633,0281-01-633,Neill TS,6600 Medicine Lake Rd,Crystal,MN,55427-3042,"Hennepin County, MN", KG-6,273178000000,10281633000,
281,1,634,0281-01-634,Northport TS,5421 Brooklyn Blvd,Brooklyn Center,MN,55429-3398,"Hennepin County, MN", KG-6,273178000000,10281634000,
281,1,637,0281-01-637,Fair Pilgrim Lane TS,3725 Pilgrim Ln N,Plymouth,MN,55441,"Hennepin County, MN", KG-4,273178000000,10281637000,
281,1,638,0281-01-638,Plymouth Middle School TS,10011 36th Ave N,Plymouth,MN,55441-2441,"Hennepin County, MN", 6-8,273178000000,10281638000,
281,1,641,0281-01-641,Sandburg Middle School TS,3730 Toledo Ave N,Robbinsdale,MN,55422-2002,"Hennepin County, MN", 6-8,273178000000,10281641000,
281,1,642,0281-01-642,Sonnesyn TS,3421 Boone Ave N,New Hope,MN,55427-1899,"Hennepin County, MN", KG-6,273178000000,10281642000,
281,1,643,0281-01-643,FAIR TS,3915 Adair Ave North,Crystal,MN,55422,"Hennepin County, MN", 4-8,273178000000,10281643000,
281,1,644,0281-01-644,SEA TS,1751 Kelly Dr,Golden Valley,MN,55427-4117,"Hennepin County, MN", KG-6,273178000000,10281644000,
281,1,648,0281-01-648,Adult Academics,305 Willow Bend,Crystal,MN,55428,"Hennepin County, MN", 9-12,273178000000,10281648000,
281,1,671,0281-01-671,ISD 281 Credit Recovery,10635 36th Ave. N,Plymouth,MN,55441,"Hennepin County, MN", 6-12,273178000000,10281671000,
281,1,681,0281-01-681,Lakeview TS,4110 Lake Dr N,Robbinsdale,MN,55422-1592,"Hennepin County, MN", KG-6,273178000000,10281681000,
281,1,682,0281-01-682,Robbinsdale Middle School TS,3730 Toledo Ave N,Robbinsdale,MN,55422-2002,"Hennepin County, MN", 6-8,273178000000,10281682000,
281,1,696,0281-01-696,Armstrong Credit Recovery,10635 36th Ave N,Plymouth,MN,55441-2410,"Hennepin County, MN", 9-12,273178000000,10281696000,
281,1,698,0281-01-698,Robbinsdale Academic Summer Program,4148 Winnetka Ave N,New Hope,MN,55427,"Hennepin County, MN", 9-12,273178000000,10281698000,
281,1,699,0281-01-699,Cooper Credit Recovery,8230 47th Ave N,New Hope,MN,55428-4511,"Hennepin County, MN", 9-12,273178000000,10281699000,975362
281,1,722,0281-01-722,Spanish Immersion TS,8808 Medicine Lake Rd,New Hope,MN,55427-3233,"Hennepin County, MN", KG-6,273178000000,10281722000,
281,1,722,0281-01-722,Spanish Immersion TS,8808 Medicine Lake Rd,New Hope,MN,55427-3233,"Hennepin County, MN", KG-6,273178000000,10281722000,
281,1,723,0281-01-723,Zachary Lane TS,4350 Zachary Ln,Plymouth,MN,55442-2802,"Hennepin County, MN", KG-6,273178000000,10281723000,
281,1,724,0281-01-724,Noble TS,2601 Noble Ave N,Golden Valley,MN,55422-3699,"Hennepin County, MN", KG-6,273178000000,10281724000,
281,1,753,0281-01-753,Highview Independent Study,2400 Sandburg Ln,Golden Valley,MN,55427-3616,"Hennepin County, MN", 9-12,273178000000,10281753000,
281,1,903,0281-01-903,Robbinsdale TASC ALC,2400 Sandburg Ln,Golden Valley,MN,55427-3616,"Hennepin County, MN", 9-12,273178000000,10281903000,
282,1,0,0282-01,St. Anthony-New Brighton Schools,3303 33rd Ave NE,Saint Anthony,MN,55418-9971,"Hennepin County, MN",,2733420,10282000000,247304
282,1,10,0282-01-010,St. Anthony Village Alternative,3303 33rd Ave NE,Saint Anthony,MN,55418-9971,"Hennepin County, MN", 9-12,273342000000,10282010000,
282,1,20,0282-01-020,St. Anthony Village Senior High,3303 33rd Ave NE,Saint Anthony,MN,55418-9971,"Hennepin County, MN", 9-12,273342000000,10282020000,241658
282,1,40,0282-01-040,Wilshire Park Elementary,3600 Highcrest Rd NE,Saint Anthony,MN,55418-9971,"Hennepin County, MN", EC+KG-5,273342000000,10282040000,
282,1,50,0282-01-050,St. Anthony Middle,3303 33rd Ave NE,Saint Anthony,MN,55418-9971,"Hennepin County, MN", 6-8,273342000000,10282050000,
282,1,50,0282-01-050,St. Anthony Middle,3303 33rd Ave NE,Saint Anthony,MN,55418-9971,"Hennepin County, MN", 6-8,273342000000,10282050000,
283,1,0,0283-01,St. Louis Park Public School District,6311 Wayzata Blvd,Saint Louis Park,MN,55416,"Hennepin County, MN",,2733780,10283000000,247306
283,1,8,0283-01-008,ESY Spec Ed,6311 Wayzata Blvd,St Louis Park,MN,55416,"Hennepin County, MN", 1-12,2733780,10283008000,
283,1,40,0283-01-040,St. Louis Park Senior High,6425 W 33rd St,Saint Louis Park,MN,55426-3498,"Hennepin County, MN", 9-12,273378000000,10283040000,242205
283,1,42,0283-01-042,St. Louis Park Middle School,2025 Texas Ave S,Saint Louis Park,MN,55426-2518,"Hennepin County, MN", 6-8,273378000000,10283042000,
283,1,745,0283-01-745,Aquila Elementary,8500 W 31st St,Saint Louis Park,MN,55426-3596,"Hennepin County, MN", KG-5,273378000000,10283745000,
283,1,754,0283-01-754,Peter Hobart Elementary,6500 W 26th St,Saint Louis Park,MN,55426-3399,"Hennepin County, MN", KG-5,273378000000,10283754000,
283,1,755,0283-01-755,Susan Lindgren Elementary,4801 W 41st St,Saint Louis Park,MN,55416-3245,"Hennepin County, MN", KG-5,273378000000,10283755000,
283,1,756,0283-01-756,St. Louis Park Special Ed. Program,6300 Walker St,Saint Louis Park,MN,55416,"Hennepin County, MN", EC+KG-6,273378000000,10283756000,
283,1,757,0283-01-757,Special Ed.,6311 Wayzata Blvd,St Louis Park,MN,55416,"Hennepin County, MN", 7-12,273378000000,10283757000,
283,1,758,0283-01-758,Park Spanish Immersion Elementary,9400 Cedar Lake Rd,St Louis Park,MN,55426-2361,"Hennepin County, MN", KG-5,273378000000,10283758000,
283,1,759,0283-01-759,Melrose,3525 Monterey Dr,Saint Louis Park,MN,55416,"Hennepin County, MN", 1-12,273378000000,10283759000,
284,1,0,0284-01,Wayzata Public School District,210 County Road 101 N,Plymouth,MN,55447,"Hennepin County, MN",,2742160,10284000000,247308
284,1,47,0284-01-047,Wayzata Transition School,19000 Highway 55,Plymouth,MN,55446,"Hennepin County, MN",12,274216000000,10284047000,
284,1,48,0284-01-048,IS The Alternative Program (TAP),4955 Peony Ln,Plymouth,MN,55446,"Hennepin County, MN", 10-AE,274216000000,10284048000,
284,1,49,0284-01-049,The Alternative Program (TAP),4955 Peony Ln,Plymouth,MN,55446,"Hennepin County, MN", 9-12,274216000000,10284049000,
284,1,50,0284-01-050,Wayzata High,4955 Peony Ln N,Plymouth,MN,55446-1606,"Hennepin County, MN", 9-12,274216000000,10284050000,242650
284,1,50,0284-01-050,Wayzata High,4955 Peony Ln N,Plymouth,MN,55446-1606,"Hennepin County, MN", 9-12,274216000000,10284050000,242650
284,1,50,0284-01-050,Wayzata High,4955 Peony Ln N,Plymouth,MN,55446-1606,"Hennepin County, MN", 9-12,274216000000,10284050000,242650
284,1,50,0284-01-050,Wayzata High,4955 Peony Ln N,Plymouth,MN,55446-1606,"Hennepin County, MN", 9-12,274216000000,10284050000,242650
284,1,50,0284-01-050,Wayzata High,4955 Peony Ln N,Plymouth,MN,55446-1606,"Hennepin County, MN", 9-12,274216000000,10284050000,242650
284,1,51,0284-01-051,Wayzata West Middle,149 Barry Ave N,Wayzata,MN,55391-1021,"Hennepin County, MN", 6-8,274216000000,10284051000,
284,1,51,0284-01-051,Wayzata West Middle,149 Barry Ave N,Wayzata,MN,55391-1021,"Hennepin County, MN", 6-8,274216000000,10284051000,
284,1,52,0284-01-052,Wayzata East Middle,12000 Ridgemount Ave W,Plymouth,MN,55441-5802,"Hennepin County, MN", 6-8,274216000000,10284052000,
284,1,52,0284-01-052,Wayzata East Middle,12000 Ridgemount Ave W,Plymouth,MN,55441-5802,"Hennepin County, MN", 6-8,274216000000,10284052000,
284,1,53,0284-01-053,Wayzata Central Middle,305 Vicksburg Ln N,Plymouth,MN,55447-3999,"Hennepin County, MN", 6-8,274216000000,10284053000,
284,1,802,0284-01-802,North Woods Elementary School,18995 54th Ave N,Plymouth,MN,55446,"Hennepin County, MN", PK-5,274216000000,10284802000,
284,1,803,0284-01-803,Meadow Ridge Elementary School,17905 County Road 47,Plymouth,MN,55447,"Hennepin County, MN", KG-5,274216000000,10284803000,
284,1,804,0284-01-804,Birchview Elementary,425 Ranchview Ln N,Plymouth,MN,55447-3936,"Hennepin County, MN", KG-5,274216000000,10284804000,
284,1,806,0284-01-806,Greenwood Elementary,18005 Medina Rd,Plymouth,MN,55447-2919,"Hennepin County, MN", KG-5,274216000000,10284806000,
284,1,807,0284-01-807,Oakwood Elementary,17340 County Road 6,Plymouth,MN,55447-3045,"Hennepin County, MN", KG-5,274216000000,10284807000,
284,1,808,0284-01-808,Sunset Hill Elementary,13005 Sunset Tr,Plymouth,MN,55441-5607,"Hennepin County, MN", KG-5,274216000000,10284808000,
284,1,809,0284-01-809,Early Childhood Special Education,17340 County Road 6,Plymouth,MN,55447,"Hennepin County, MN", EC,274216000000,10284809000,
284,1,810,0284-01-810,Plymouth Creek Elementary,16005 41st Ave N,Plymouth,MN,55446-2529,"Hennepin County, MN", KG-5,274216000000,10284810000,
284,1,811,0284-01-811,Gleason Lake Elementary,310 County Road 101 N,Plymouth,MN,55447-4108,"Hennepin County, MN", KG-5,274216000000,10284811000,
284,1,812,0284-01-812,Kimberly Lane Elementary,17405 Old Rockford Rd,Plymouth,MN,55446-2422,"Hennepin County, MN", KG-5,274216000000,10284812000,
284,1,903,0284-01-903,Meadow Ridge Elementary Targeted Services,17905 County Road 47 ,Plymouth,MN,55446,"Hennepin County, MN", PK-5,274216000000,10284903000,
284,1,904,0284-01-904,Birchview Elementary TS,425 Ranchview Ln,Plymouth,MN,55447-3936,"Hennepin County, MN", KG-5,274216000000,10284904000,
284,1,906,0284-01-906,Greenwood Elementary TS,18005 Medina Rd,Plymouth,MN,55446-2919,"Hennepin County, MN", KG-5,274216000000,10284906000,
284,1,907,0284-01-907,Oakwood Elementary Targeted Servcs.,17340 County Rd 6,Plymouth,MN,55447-3045,"Hennepin County, MN", KG-5,274216000000,10284907000,
284,1,908,0284-01-908,Sunset Hill Elementary Target Sevcs,13005 Sunset Tr,Plymouth,MN,55441-5607,"Hennepin County, MN", KG-5,274216000000,10284908000,
284,1,910,0284-01-910,Plymouth Creek Elementary TS,16005 41st Ave N,Plymouth,MN,55446-2529,"Hennepin County, MN", KG-5,274216000000,10284910000,
284,1,911,0284-01-911,Gleason Lake Elementary TS,310 County Road 101 N,Plymouth,MN,55447-4108,"Hennepin County, MN", KG-5,274216000000,10284911000,
284,1,912,0284-01-912,Kimberly Lane Elementary TS,17405 Old Rockford Rd,Plymouth,MN,55446-2422,"Hennepin County, MN", KG-5,274216000000,10284912000,
284,1,923,0284-01-923,Special Ed ESY 1-12,210 County Road 101 North,Wayzata,MN,55391,"Hennepin County, MN", 1-12,2742160,10284923000,
284,1,952,0284-01-952,East Middle Alternative (EMAP),12000 Ridgemount Ave West,Plymouth,MN,55441-5802,"Hennepin County, MN", 6-8,274216000000,10284952000,
